Wall time,Step,Value
1701820777.1712103,468,0.6700666546821594
1701820792.304758,937,0.9445333480834961
1701820807.4488738,1406,0.9614666700363159
1701820822.6094537,1875,0.9711333513259888
1701820837.6911504,2344,0.9729999899864197
1701820852.9869204,2813,0.9764333367347717
1701820868.212595,3282,0.9768666625022888
1701820883.3574135,3751,0.9785000085830688
1701820898.4714453,4220,0.979033350944519
1701820913.6804287,4689,0.9814000129699707
