Wall time,Step,Value
1701759245.151008,49,2.2562689781188965
1701759247.6786375,99,1.964916467666626
1701759250.3616827,149,1.8598562479019165
1701759252.9904423,199,1.4752267599105835
1701759255.609302,249,1.4119539260864258
1701759258.289951,299,1.3604460954666138
1701759260.9132156,349,1.0741688013076782
1701759263.5034478,399,0.9929341077804565
1701759266.3322978,449,0.7570840120315552
1701759269.0191731,499,0.6063603162765503
1701759271.5269346,549,0.7794302701950073
1701759274.2411726,599,0.2999823987483978
1701759276.856765,649,0.30992478132247925
1701759279.573343,699,0.4935116469860077
1701759282.2085996,749,0.3001105487346649
1701759284.7458344,799,0.2992269694805145
1701759287.3183286,849,0.4142173230648041
1701759289.9862905,899,0.3883584141731262
1701759302.3449874,949,0.27131062746047974
1701759304.9935536,999,0.37095576524734497
1701759307.5806038,1049,0.3097747564315796
1701759310.1744325,1099,0.261807918548584
1701759312.7887177,1149,0.3195909261703491
1701759315.3653886,1199,0.44099485874176025
1701759318.172665,1249,0.3484259247779846
1701759320.8659854,1299,0.19760368764400482
1701759323.583874,1349,0.16222183406352997
1701759326.2120807,1399,0.13116317987442017
1701759328.9562702,1449,0.17428269982337952
1701759331.6878362,1499,0.29789066314697266
1701759334.378128,1549,0.3232375681400299
1701759337.0641408,1599,0.14669126272201538
1701759339.5865426,1649,0.2567083537578583
1701759342.1492562,1699,0.2669024169445038
1701759344.828719,1749,0.1321021467447281
1701759347.3861458,1799,0.22457511723041534
1701759350.1955714,1849,0.18930473923683167
1701759362.54609,1899,0.23312853276729584
1701759365.2065268,1949,0.24590563774108887
1701759367.9880524,1999,0.1347062587738037
1701759370.547241,2049,0.27895262837409973
1701759373.3438222,2099,0.22116920351982117
1701759376.0352888,2149,0.25129467248916626
1701759378.6802366,2199,0.22244484722614288
1701759381.219031,2249,0.15234558284282684
1701759383.7797537,2299,0.2125902622938156
1701759386.45558,2349,0.16752317547798157
1701759388.9488237,2399,0.13354085385799408
1701759391.4942815,2449,0.19534310698509216
1701759394.0997026,2499,0.15220138430595398
1701759396.5850463,2549,0.11834411323070526
1701759399.2049458,2599,0.04247934743762016
1701759401.9706485,2649,0.10235648602247238
1701759404.6825035,2699,0.1047937348484993
1701759407.3480825,2749,0.14328566193580627
1701759410.0619373,2799,0.05502784624695778
