Wall time,Step,Value
1701821229.6330621,49,2.2230751514434814
1701821230.7543852,99,1.964799404144287
1701821231.9470396,149,1.5575799942016602
1701821233.0947459,199,1.2498966455459595
1701821234.2829754,249,1.067482829093933
1701821235.447441,299,0.6669489145278931
1701821236.6346698,349,0.8392260074615479
1701821237.8033135,399,0.4743969142436981
1701821238.904954,449,0.48806431889533997
1701821244.2723832,499,0.3344791829586029
1701821245.4070072,549,0.6885262131690979
1701821246.546012,599,0.2899915277957916
1701821247.7266808,649,0.3356514573097229
1701821248.8656697,699,0.18051724135875702
1701821250.06964,749,0.3138140141963959
1701821251.213395,799,0.3304036855697632
1701821252.4124207,849,0.2810252606868744
1701821253.5395675,899,0.3259555995464325
1701821258.8906276,949,0.2639329433441162
1701821260.0973034,999,0.33370906114578247
1701821261.2516859,1049,0.3771158754825592
1701821262.375704,1099,0.14386160671710968
1701821263.5452464,1149,0.3150991201400757
1701821264.710135,1199,0.1326482594013214
1701821265.8848395,1249,0.315771222114563
1701821267.0487583,1299,0.31340667605400085
1701821268.2468314,1349,0.07950672507286072
1701821269.3585868,1399,0.28493401408195496
1701821274.816903,1449,0.10935204476118088
1701821275.9999573,1499,0.21729899942874908
1701821277.1203291,1549,0.2841150760650635
1701821278.2988966,1599,0.08009608089923859
1701821279.444126,1649,0.24934062361717224
1701821280.5735655,1699,0.1434347778558731
1701821281.7346756,1749,0.0669160783290863
1701821282.8743334,1799,0.36285457015037537
1701821284.0533254,1849,0.23876868188381195
1701821289.4705715,1899,0.060911472886800766
1701821290.6014516,1949,0.15026307106018066
1701821291.7709749,1999,0.1401241421699524
1701821292.952688,2049,0.11226413398981094
1701821294.0980158,2099,0.2591670751571655
1701821295.2569406,2149,0.25303176045417786
1701821296.4485147,2199,0.10827647894620895
1701821297.6173663,2249,0.03924449160695076
1701821298.739599,2299,0.06905192881822586
1701821304.1737194,2349,0.35214489698410034
1701821305.3817868,2399,0.06449998915195465
1701821306.5282998,2449,0.07523949444293976
1701821307.6576629,2499,0.27877622842788696
1701821308.7640586,2549,0.08284114301204681
1701821309.8903074,2599,0.1359064280986786
1701821311.0394425,2649,0.1575096845626831
1701821312.2428691,2699,0.2018469125032425
1701821313.3426514,2749,0.11586827039718628
1701821314.5159812,2799,0.13897095620632172
1701821319.8386803,2849,0.08438478410243988
1701821321.0314894,2899,0.09467614442110062
1701821322.1462872,2949,0.19134482741355896
1701821323.335698,2999,0.09183433651924133
1701821324.4582162,3049,0.016753248870372772
1701821325.593426,3099,0.12075748294591904
1701821326.793,3149,0.057587310671806335
1701821327.93061,3199,0.2387789934873581
1701821329.1156654,3249,0.3015536069869995
1701821334.3705914,3299,0.025110192596912384
1701821335.5246964,3349,0.04808167740702629
1701821336.7002313,3399,0.08082567900419235
1701821337.828175,3449,0.15401534736156464
1701821338.9961114,3499,0.025981146842241287
1701821340.1164696,3549,0.03045564517378807
1701821341.2911952,3599,0.24575254321098328
1701821342.4311392,3649,0.18194374442100525
1701821343.617964,3699,0.08624390512704849
1701821344.7374437,3749,0.0656762421131134
1701821350.13832,3799,0.09308882802724838
1701821351.2544112,3849,0.05327417328953743
1701821352.4519267,3899,0.03859049454331398
1701821353.5657856,3949,0.06864386796951294
1701821354.774909,3999,0.03066878765821457
1701821355.8632054,4049,0.07792194932699203
1701821357.0690365,4099,0.02268119901418686
1701821358.2056065,4149,0.21862970292568207
1701821359.34196,4199,0.0346551239490509
1701821364.6676018,4249,0.08214171230792999
1701821365.807395,4299,0.029088588431477547
1701821366.9950552,4349,0.056346964091062546
1701821368.1062343,4399,0.0775722861289978
1701821369.2906985,4449,0.08385852724313736
1701821370.4096892,4499,0.10210452973842621
1701821371.58635,4549,0.15622812509536743
1701821372.712631,4599,0.09716086089611053
1701821373.8926625,4649,0.06347455829381943
